Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
64,4,1,1,1,78952.0,2092.0,4793.0,11,1170,19,556,99.0,76,126.5,2,5,12,2,0,6,2
46,2,0,1,1,46310.0,309.0,4723.0,99,185,2,88,15.0,5,14.0,6,1,5,2,0,8,1
67,2,1,0,0,76005.0,1722.0,4642.0,72,983,20,389,120.5,50,40.0,3,5,13,1,1,6,2
58,3,0,1,1,58308.0,900.0,4683.0,77,691,0,69,10.0,0,126.5,2,6,3,4,0,8,1
78,4,0,0,0,55614.0,682.0,4364.0,85,504,13,131,8.0,0,26.0,9,4,6,1,1,7,1
60,3,0,1,1,59432.0,663.0,4592.0,88,317,25,265,25.0,19,12.0,5,3,11,3,0,5,1
44,2,0,1,1,55563.0,43.0,4235.0,22,29,1,9,2.0,0,2.0,2,0,3,1,0,3,0
51,4,1,1,1,78642.0,1816.0,4584.0,83,1225,0,322,46.0,35,17.0,4,9,4,1,0,6,1
73,4,1,1,1,67911.0,976.0,4188.0,63,529,0,356,63.0,28,0.0,6,7,11,3,0,3,1
78,2,1,0,0,65275.0,746.0,4602.0,9,388,14,218,91.0,14,21.0,4,3,13,1,0,2,2
72,2,1,1,2,27203.0,64.0,4842.0,92,13,2,21,4.0,0,24.0,1,1,2,2,0,8,0
61,3,1,1,1,48330.0,32.0,4376.0,2,28,0,4,0.0,0,0.0,1,0,3,1,0,5,0
32,0,1,0,0,24279.0,263.0,4697.0,6,16,36,21,20.0,62,108.0,4,1,3,1,0,8,0
37,4,1,1,1,64355.0,1445.0,4824.0,66,1047,0,140,67.0,38,126.5,4,3,12,2,0,8,1
66,3,1,1,1,50943.0,46.0,4523.0,49,31,0,7,2.0,0,6.0,1,0,3,1,0,5,0
69,2,0,0,0,53653.0,1210.0,4749.0,29,815,10,239,28.0,10,108.0,10,4,12,2,0,6,2
46,2,1,1,1,65665.0,945.0,4359.0,77,225,81,387,106.0,36,29.0,5,10,8,1,0,3,2
33,2,0,0,0,81217.0,1157.0,4495.0,77,493,70,324,120.5,40,84.0,3,7,11,1,0,1,2
30,2,1,0,0,34935.0,137.0,4523.0,71,34,4,66,3.0,10,20.0,2,1,4,1,0,7,0
63,2,0,1,1,61250.0,730.0,4710.0,49,382,81,65,60.0,26,59.0,5,2,12,6,0,5,1
41,4,1,1,1,39665.0,216.0,4550.0,97,127,1,56,0.0,1,31.0,4,2,3,3,1,7,0
43,2,0,1,1,60152.0,943.0,4608.0,6,325,81,300,86.0,58,91.0,6,4,12,1,0,3,2
58,2,1,1,2,48920.0,347.0,4402.0,93,238,17,68,8.0,10,6.0,6,2,5,3,1,7,1
63,3,1,0,0,89120.0,1924.0,4254.0,78,1168,81,408,72.0,81,55.0,5,6,7,1,1,1,2
76,4,1,1,1,44124.0,397.0,4564.0,62,284,0,55,0.0,6,52.0,6,2,5,4,0,8,1
47,3,0,0,0,81169.0,2089.0,4591.0,47,1225,20,556,80.0,61,27.0,5,7,9,1,0,2,2
61,2,1,1,2,36443.0,138.0,4661.0,9,65,0,46,4.0,3,20.0,3,1,3,4,0,8,0
32,2,0,1,1,26095.0,42.0,4514.0,77,11,7,9,3.0,1,11.0,1,0,3,1,0,7,0
63,2,1,0,0,71367.0,777.0,4460.0,24,227,23,389,42.0,21,75.0,4,5,7,1,0,2,2
78,3,1,0,0,80184.0,1902.0,4270.0,19,1035,81,556,25.0,38,0.0,6,3,10,1,2,3,2
57,2,0,1,2,30630.0,52.0,4303.0,67,27,1,12,2.0,0,10.0,2,0,3,2,0,7,0
35,3,0,0,0,73454.0,1651.0,4270.0,95,982,73,351,56.0,14,126.5,2,4,6,1,1,5,2
31,2,1,0,0,42691.0,358.0,4467.0,48,179,2,64,38.0,17,58.0,5,1,6,1,0,5,2
69,2,1,0,0,70503.0,1727.0,4787.0,73,1225,33,216,0.0,33,66.0,2,4,9,1,2,6,2
35,2,1,1,1,25545.0,210.0,4809.0,35,32,1,64,16.0,12,85.0,2,2,3,3,0,6,0
36,2,1,1,1,32880.0,42.0,4722.0,76,8,4,15,7.0,6,2.0,1,0,3,1,0,8,0
64,4,1,0,0,77863.0,1291.0,4364.0,20,881,38,319,16.0,25,12.0,4,5,10,1,0,2,2
45,3,1,0,0,50353.0,442.0,4171.0,72,141,15,153,67.0,31,35.0,4,4,6,1,0,3,2
58,2,0,0,0,61839.0,1895.0,4836.0,20,1000,81,379,120.5,17,120.0,4,8,4,1,0,8,2
62,4,1,1,2,49154.0,411.0,4388.0,69,206,10,67,30.0,27,71.0,4,1,8,6,0,6,1
47,1,0,1,1,47682.0,521.0,4649.0,80,162,61,83,97.0,57,61.0,4,3,8,4,0,5,1
53,2,0,1,1,72679.0,1168.0,4434.0,65,619,54,260,120.5,54,54.0,4,7,5,1,0,1,2
45,3,1,1,2,57954.0,493.0,4161.0,52,456,4,24,0.0,0,9.0,8,2,6,7,1,7,1
60,2,1,1,2,65316.0,260.0,4581.0,65,112,6,92,3.0,9,38.0,3,2,5,2,0,4,1
40,2,0,1,1,28567.0,46.0,4527.0,57,11,3,22,2.0,2,6.0,2,0,3,2,0,6,0
71,3,1,1,1,47352.0,319.0,4594.0,70,172,12,112,8.0,0,15.0,6,1,5,4,0,7,1
55,2,1,1,1,44931.0,96.0,4312.0,0,78,0,11,0.0,0,7.0,2,1,3,1,0,5,0
55,2,0,0,0,76982.0,1062.0,4284.0,19,464,81,292,65.0,60,30.0,8,3,4,1,1,4,2
70,1,1,1,1,57247.0,232.0,4475.0,50,99,4,32,37.0,54,6.0,2,1,7,2,0,2,1
41,3,0,1,1,22944.0,76.0,4338.0,67,19,3,19,4.0,5,26.0,3,0,3,3,0,7,0
45,1,1,1,1,25315.0,54.0,4384.0,46,1,9,8,11.0,3,22.0,3,0,3,3,0,8,0
53,2,0,1,1,43638.0,201.0,4842.0,37,63,10,83,7.0,19,19.0,4,1,4,2,0,7,1
38,4,0,1,1,42710.0,406.0,4728.0,38,252,3,42,4.0,3,102.0,4,5,3,2,0,6,1
40,4,1,0,0,84169.0,1919.0,4476.0,9,1225,19,403,0.0,19,0.0,7,6,6,1,2,3,2
46,2,1,1,1,54058.0,662.0,4540.0,56,198,18,252,32.0,81,54.0,4,6,8,2,0,3,1
32,1,1,1,1,24683.0,41.0,4263.0,98,8,4,10,6.0,7,6.0,2,0,4,2,0,5,0
58,2,0,0,0,85620.0,1600.0,4323.0,68,416,46,556,60.0,81,46.0,3,6,4,1,0,1,2
42,2,1,1,1,47850.0,134.0,4358.0,72,42,7,43,20.0,12,10.0,3,0,4,1,0,6,0
54,2,1,1,2,19514.0,69.0,4304.0,47,14,3,21,2.0,1,28.0,3,1,2,4,1,8,0
49,3,1,1,2,27159.0,21.0,4242.0,33,17,0,3,0.0,0,1.0,1,0,3,2,0,6,0
59,1,0,1,2,39548.0,54.0,4240.0,87,15,4,10,3.0,4,18.0,1,1,3,2,0,3,0
33,2,0,1,1,21474.0,91.0,4232.0,0,6,16,24,11.0,0,34.0,3,1,2,2,1,7,0
51,4,0,1,1,60504.0,526.0,4292.0,73,458,0,24,6.0,4,34.0,6,2,8,2,0,6,1
59,2,1,0,0,22419.0,162.0,4587.0,74,30,3,47,19.0,21,42.0,3,2,2,1,0,8,0
73,3,1,0,0,81698.0,1008.0,4385.0,4,179,28,520,111.0,81,47.0,3,8,13,1,0,1,2
70,2,1,1,2,43462.0,240.0,4805.0,50,90,17,97,15.0,6,15.0,4,1,5,6,0,8,1
44,4,0,1,1,54880.0,795.0,4635.0,57,308,81,137,102.0,45,118.0,6,2,11,2,0,5,1
40,2,1,0,0,79908.0,1772.0,4600.0,30,557,81,556,29.0,81,111.0,5,6,7,1,1,2,2
52,1,1,0,0,15315.0,64.0,4480.0,27,7,4,13,15.0,8,17.0,2,0,4,2,0,5,0
63,2,1,1,1,87771.0,1957.0,4553.0,61,1225,38,287,50.0,57,33.0,5,10,4,1,4,6,2
44,2,1,1,1,33039.0,78.0,4443.0,4,30,8,12,8.0,8,12.0,2,0,4,1,0,5,0
42,2,0,0,0,81741.0,1572.0,4528.0,75,249,81,556,58.0,81,38.0,6,6,7,0,0,2,2
51,3,1,1,1,71499.0,795.0,4519.0,12,465,25,132,120.5,0,37.0,8,3,13,2,0,4,1
52,1,1,1,1,62466.0,889.0,4315.0,13,129,81,259,120.5,81,83.0,6,3,12,5,0,4,1
59,4,0,1,1,48799.0,331.0,4386.0,9,174,18,81,28.0,6,24.0,3,2,7,3,0,3,1
72,4,1,1,1,52157.0,265.0,4172.0,48,189,2,29,3.0,2,40.0,3,2,5,2,0,4,0
60,2,0,1,1,66565.0,1065.0,4721.0,80,747,10,161,65.0,40,42.0,4,2,9,4,0,8,1
71,3,1,1,2,29298.0,11.0,4445.0,60,6,0,2,2.0,0,1.0,1,0,2,1,0,5,0
43,2,0,1,1,47691.0,21.0,4509.0,43,14,0,3,0.0,0,4.0,1,0,2,1,0,6,0
52,2,1,1,2,38200.0,17.0,4719.0,19,12,0,4,0.0,0,1.0,1,0,2,1,0,7,0
48,2,1,1,1,44989.0,369.0,4805.0,26,98,0,106,49.0,10,106.0,5,1,5,5,0,6,1
54,4,1,1,2,38443.0,38.0,4303.0,58,32,0,5,0.0,0,1.0,1,0,3,2,0,7,0
44,1,0,1,1,38593.0,177.0,4439.0,42,51,12,49,17.0,24,24.0,4,1,3,3,0,8,0
52,4,1,1,1,64413.0,279.0,4482.0,27,200,5,44,0.0,10,20.0,5,1,5,1,0,5,1
41,3,1,1,1,36959.0,62.0,4420.0,56,25,6,25,6.0,0,0.0,2,0,3,2,0,8,0
45,4,1,1,1,61996.0,1230.0,4664.0,27,1050,12,144,0.0,0,24.0,6,4,8,3,3,5,1
54,2,1,1,2,51287.0,182.0,4239.0,10,117,0,22,13.0,0,30.0,4,1,3,3,0,7,0
52,2,1,1,2,13260.0,49.0,4460.0,48,9,4,17,10.0,2,7.0,3,0,3,4,0,8,0
56,4,1,1,2,47472.0,75.0,4436.0,39,56,0,11,0.0,0,8.0,2,0,4,2,0,5,0
66,3,1,1,2,54603.0,227.0,4505.0,85,145,13,46,17.0,2,4.0,4,2,4,6,0,7,1
48,4,1,1,2,45207.0,215.0,4746.0,64,203,0,10,0.0,0,2.0,3,1,6,5,1,6,0
71,2,1,1,1,40689.0,444.0,4618.0,69,270,3,27,39.0,6,99.0,7,1,5,7,0,8,1
55,1,1,1,2,47821.0,47.0,4402.0,54,9,0,16,6.0,6,10.0,1,0,3,1,0,8,0
71,3,1,0,0,27450.0,143.0,4590.0,57,37,12,23,8.0,11,52.0,2,1,3,1,0,7,0
39,2,1,1,1,39453.0,55.0,4237.0,64,46,0,7,0.0,0,2.0,2,0,3,2,0,6,0
51,1,1,1,2,26850.0,63.0,4222.0,10,31,1,13,7.0,2,9.0,2,1,4,4,0,4,0
67,2,0,0,0,79800.0,1867.0,4794.0,65,1060,21,530,32.0,0,126.5,5,11,5,1,3,3,2
61,3,1,1,1,61794.0,611.0,4438.0,74,264,47,188,54.0,47,11.0,4,4,10,2,0,2,1
67,2,1,1,1,53863.0,473.0,4193.0,4,399,4,30,6.0,4,30.0,7,1,7,3,1,7,1
63,2,1,0,0,24221.0,55.0,4463.0,94,8,9,9,2.0,5,22.0,1,1,3,1,0,4,0
38,4,0,1,1,39684.0,81.0,4775.0,41,19,0,35,6.0,4,17.0,2,1,2,2,0,7,0
47,3,1,0,0,92163.0,2086.0,4714.0,25,817,81,556,106.0,81,20.0,5,11,5,0,2,2,2
57,3,0,0,0,69882.0,1478.0,4381.0,94,292,81,556,120.5,81,126.5,3,7,9,1,0,1,2
45,2,1,1,1,33178.0,49.0,4300.0,9,12,6,2,11.0,2,16.0,1,0,3,1,0,4,0
50,4,1,0,0,59973.0,382.0,4441.0,47,130,30,168,20.0,34,0.0,3,4,7,1,0,1,2
47,3,1,1,1,17459.0,69.0,4433.0,12,6,4,16,3.0,10,30.0,3,1,2,3,0,7,0
53,2,0,1,1,23910.0,67.0,4761.0,80,16,12,18,7.0,1,13.0,2,0,3,1,0,7,0
53,3,1,1,2,42169.0,30.0,4403.0,20,19,0,9,0.0,0,2.0,1,0,3,2,0,8,0
44,1,1,1,1,26224.0,63.0,4540.0,39,4,7,15,13.0,9,15.0,2,1,3,3,0,6,0
41,2,1,1,1,31089.0,79.0,4831.0,57,31,3,31,2.0,8,4.0,3,0,4,3,0,8,0
61,2,0,1,1,30081.0,42.0,4643.0,27,36,0,2,0.0,0,4.0,1,0,3,1,0,7,0
62,2,1,1,1,62807.0,819.0,4817.0,83,526,28,135,10.0,21,99.0,5,3,12,3,0,5,1
67,2,0,0,0,72906.0,1151.0,4435.0,79,400,32,519,71.0,75,54.0,3,4,9,1,0,1,2
74,4,1,1,2,61467.0,594.0,4717.0,69,410,16,114,0.0,5,49.0,5,2,10,3,0,5,1
56,3,1,1,2,49618.0,129.0,4669.0,77,80,3,26,4.0,2,14.0,3,1,3,4,0,7,0
36,3,0,1,1,21888.0,213.0,4697.0,15,88,10,46,2.0,3,64.0,5,1,2,4,0,10,0
49,2,0,1,1,42429.0,67.0,4288.0,99,55,0,6,2.0,0,4.0,1,1,3,2,0,5,0
66,2,0,1,3,26150.0,28.0,4625.0,61,5,1,13,3.0,5,1.0,1,0,3,1,0,7,0
47,0,1,1,1,30801.0,45.0,4761.0,23,8,4,5,15.0,2,11.0,1,0,3,2,0,7,0
57,2,1,0,0,81168.0,1193.0,4203.0,84,410,0,556,120.5,22,22.0,6,4,7,1,1,3,2
53,3,0,0,0,26877.0,268.0,4464.0,74,101,13,76,20.0,18,40.0,3,1,6,2,0,6,1
78,3,0,0,0,45006.0,266.0,4496.0,90,162,25,53,16.0,0,10.0,3,1,7,1,0,3,1
49,0,1,1,1,18978.0,37.0,4715.0,41,2,8,1,4.0,7,15.0,1,0,3,1,0,8,0
55,2,1,1,3,22574.0,37.0,4394.0,28,25,0,8,2.0,0,2.0,2,0,3,2,0,7,0
53,4,0,0,0,48240.0,882.0,4747.0,73,389,81,248,64.0,49,41.0,6,3,13,3,0,5,2
48,2,1,1,2,45837.0,373.0,4488.0,88,215,13,87,17.0,17,24.0,6,2,5,5,0,7,1
57,3,0,1,3,35791.0,35.0,4569.0,94,27,0,5,0.0,0,3.0,1,0,3,2,0,8,0
46,4,1,1,2,117416.25,107.0,4541.0,31,85,1,16,2.0,1,2.0,0,0,1,0,0,1,0
44,2,0,1,2,54162.0,42.0,4618.0,31,5,6,10,6.0,5,10.0,1,0,3,1,0,4,0
62,3,1,1,1,30522.0,326.0,4831.0,6,179,8,83,19.0,11,26.0,1,2,9,5,0,2,1
61,4,1,1,1,54456.0,404.0,4503.0,23,352,0,27,10.0,0,15.0,6,1,7,3,0,6,1
51,2,0,0,0,31632.0,95.0,4500.0,92,17,8,12,11.0,15,32.0,2,1,2,1,0,7,0
73,2,0,0,0,72298.0,939.0,4261.0,52,625,35,169,58.0,17,35.0,4,3,6,1,2,1,2
44,1,0,1,1,36975.0,33.0,4333.0,50,10,6,11,0.0,4,2.0,1,0,3,1,0,7,0
67,1,1,0,0,72635.0,981.0,4541.0,54,390,22,323,104.0,35,107.0,6,8,6,1,1,3,2
46,2,1,1,1,13624.0,36.0,4675.0,93,10,2,15,2.0,1,6.0,2,0,3,2,0,6,0
47,2,0,1,1,84196.0,1237.0,4541.0,56,215,63,507,120.5,31,126.5,8,4,7,1,0,3,2
62,2,1,1,1,70971.0,1825.0,4796.0,28,1001,17,556,93.0,81,17.0,11,11,5,7,0,7,1
45,4,0,1,2,34487.0,103.0,4811.0,94,19,18,33,24.0,1,8.0,3,0,3,3,0,9,0
45,2,0,1,1,28769.0,191.0,4708.0,76,41,5,129,10.0,3,3.0,4,1,4,3,0,9,0
52,4,1,1,1,69084.0,1586.0,4372.0,43,1181,81,199,39.0,30,30.0,7,3,13,2,0,8,1
64,4,1,0,0,65488.0,963.0,4166.0,46,603,45,207,36.0,18,54.0,3,4,6,1,0,1,2
52,1,1,1,1,62466.0,889.0,4315.0,13,129,81,259,120.5,81,83.0,6,3,12,5,0,4,1
62,1,0,0,0,32218.0,93.0,4284.0,27,10,24,15,13.0,1,30.0,2,1,3,1,1,7,0
49,2,0,0,0,83917.0,1587.0,4587.0,12,514,22,556,42.0,81,79.0,6,7,7,1,0,3,2
60,2,0,1,3,46102.0,16.0,4261.0,3,14,0,1,0.0,0,1.0,1,0,2,1,0,7,0
70,2,0,0,0,84574.0,1375.0,4540.0,72,387,20,556,38.0,54,126.5,9,11,11,1,0,5,2
60,2,1,1,1,56181.0,393.0,4687.0,6,121,81,69,8.0,44,48.0,4,2,7,1,0,4,1
72,3,0,1,1,63120.0,1477.0,4789.0,53,965,69,279,54.0,41,69.0,8,4,9,5,0,7,1
51,2,1,1,1,73691.0,1179.0,4385.0,58,707,21,250,85.0,43,73.0,6,2,8,2,1,2,2
62,2,1,1,1,63381.0,1005.0,4782.0,78,571,50,142,33.0,50,126.5,4,5,13,4,0,2,1
74,4,1,0,0,76140.0,1348.0,4197.0,57,586,66,556,17.0,0,26.0,5,9,6,1,0,2,2
63,4,0,1,1,62859.0,1307.0,4696.0,37,1063,81,102,16.0,12,25.0,9,4,6,4,0,6,1
58,2,0,1,1,45906.0,486.0,4568.0,20,305,3,27,4.0,3,126.5,5,4,4,2,1,5,1
75,3,1,0,0,77632.0,2252.0,4626.0,73,1200,81,556,0.0,42,126.5,4,2,6,1,2,2,2
51,4,1,1,2,46463.0,235.0,4465.0,56,163,2,40,8.0,11,11.0,3,1,6,7,0,6,1
52,2,1,0,0,105471.0,1724.0,4674.0,36,1009,81,104,120.5,21,126.5,9,8,13,0,2,3,2
52,3,0,1,1,55282.0,235.0,4348.0,9,125,6,73,8.0,4,19.0,3,1,6,1,0,4,0
45,3,1,1,1,78710.0,1092.0,4187.0,42,721,0,152,119.0,50,50.0,7,6,12,3,0,4,1
64,2,1,1,1,66886.0,599.0,4436.0,28,315,4,62,41.0,31,126.5,7,1,7,2,0,5,1
62,3,0,0,0,98777.0,2008.0,4282.0,23,1000,19,556,120.5,81,38.0,4,6,9,0,1,1,2
37,2,1,1,1,29103.0,48.0,4821.0,38,16,0,17,6.0,3,6.0,1,0,3,2,0,9,0
48,2,1,1,1,67445.0,1174.0,4836.0,63,757,80,217,29.0,80,11.0,9,6,12,5,0,6,1
72,4,1,1,1,50616.0,67.0,4227.0,71,30,2,25,0.0,1,9.0,1,1,4,1,0,2,0
67,2,0,1,1,49431.0,365.0,4845.0,9,219,3,100,26.0,0,17.0,7,1,5,2,0,8,1
47,2,0,0,0,117416.25,6.0,4292.0,81,1,1,1,1.0,1,1.0,0,0,0,0,0,0,0
69,2,1,1,1,61278.0,165.0,4326.0,87,111,3,28,2.0,6,15.0,3,1,4,2,0,6,0
64,1,1,0,0,26490.0,210.0,4795.0,92,45,47,52,21.0,20,25.0,3,1,5,2,0,6,1
75,4,1,1,1,73059.0,1095.0,4452.0,36,410,81,420,0.0,81,71.0,9,3,13,1,0,4,1
56,4,0,1,3,46734.0,223.0,4401.0,86,100,1,39,6.0,1,76.0,3,2,3,4,1,6,1
59,2,1,1,1,56253.0,597.0,4719.0,83,509,0,65,7.0,11,5.0,7,2,9,4,0,6,1
37,2,1,1,1,19986.0,22.0,4377.0,74,3,6,5,0.0,2,6.0,0,0,3,1,0,7,0
47,2,0,1,1,58330.0,1064.0,4336.0,87,445,53,213,104.0,81,126.5,6,4,13,1,0,4,2
42,0,1,0,0,25965.0,74.0,4810.0,29,2,2,11,41.0,7,11.0,2,0,3,1,0,8,0
66,3,1,0,0,14661.0,26.0,4694.0,88,4,1,11,6.0,2,2.0,1,0,3,1,0,6,0
63,2,1,0,0,18690.0,60.0,4698.0,77,6,1,7,23.0,4,19.0,1,1,2,1,0,8,0
48,4,1,1,1,45068.0,20.0,4559.0,25,14,0,3,0.0,0,3.0,1,0,2,1,0,7,0
35,0,0,1,1,21063.0,59.0,4427.0,34,1,10,11,19.0,3,15.0,2,0,3,2,0,6,0
54,4,1,1,1,29187.0,34.0,4566.0,43,26,0,6,0.0,0,2.0,1,0,3,1,0,8,0
51,1,1,1,2,54690.0,198.0,4384.0,76,111,16,37,7.0,9,18.0,3,1,5,3,0,3,0
58,4,1,1,1,59304.0,1048.0,4485.0,81,418,61,428,80.0,51,10.0,7,8,10,3,0,5,1
60,3,0,1,2,59247.0,574.0,4383.0,87,327,9,122,19.0,14,83.0,5,2,9,5,0,6,1
52,2,0,1,1,66731.0,1029.0,4805.0,33,371,81,194,58.0,81,126.5,4,3,6,4,0,3,1
42,2,1,1,1,77353.0,670.0,4345.0,38,275,59,107,69.0,81,59.0,6,4,8,2,0,4,2
47,4,0,1,1,52614.0,990.0,4725.0,63,789,0,142,12.0,9,38.0,2,4,8,2,0,8,1
48,2,1,1,2,26751.0,11.0,4188.0,26,1,1,5,0.0,3,1.0,1,0,2,1,0,8,0
59,4,1,1,1,81300.0,1241.0,4757.0,17,1004,12,145,32.0,12,36.0,10,3,5,3,1,5,1
43,2,0,0,0,70337.0,576.0,4328.0,75,187,81,149,25.0,43,91.0,2,2,12,1,0,1,2
37,1,1,1,1,36145.0,172.0,4528.0,13,56,4,76,17.0,1,18.0,4,1,3,4,1,9,0
42,4,0,0,0,65295.0,664.0,4338.0,19,365,32,117,34.0,81,6.0,3,3,13,1,0,2,2
59,2,0,1,1,68118.0,928.0,4404.0,51,595,23,123,10.0,23,126.5,8,9,4,2,0,6,1
55,2,0,0,0,68743.0,2074.0,4818.0,81,1132,81,384,120.5,81,115.0,11,5,13,1,0,7,2
40,1,1,0,0,41039.0,467.0,4489.0,32,34,11,137,120.5,61,45.0,8,1,5,1,0,8,2
67,2,1,1,1,38946.0,257.0,4398.0,84,116,6,82,6.0,6,41.0,3,1,6,2,0,5,1
55,2,1,0,0,65777.0,1146.0,4342.0,87,565,32,435,28.0,32,54.0,2,8,6,1,0,1,2
46,4,0,1,1,66476.0,689.0,4629.0,99,372,18,126,47.0,48,78.0,5,2,11,2,0,4,1
50,4,0,0,0,86857.0,2114.0,4805.0,96,899,81,556,120.5,81,40.0,5,6,10,1,0,2,2
40,4,1,0,0,117416.25,1717.0,4844.0,21,55,16,556,17.0,3,4.0,0,28,1,15,0,0,2
33,4,1,0,0,77845.0,1346.0,4194.0,40,760,40,480,0.0,40,26.0,3,5,12,1,2,1,2
53,4,1,0,0,69476.0,1044.0,4422.0,3,260,81,556,63.0,9,67.0,4,6,4,1,0,2,2
62,4,0,1,1,50611.0,493.0,4783.0,98,459,0,24,6.0,0,4.0,4,5,7,6,1,6,1
52,2,0,0,0,61209.0,957.0,4458.0,73,466,0,224,119.0,49,99.0,5,3,4,1,0,2,2
64,3,1,1,1,42315.0,270.0,4502.0,90,67,15,80,17.0,11,80.0,1,4,4,3,0,3,1
70,0,1,0,0,13084.0,29.0,4389.0,29,2,0,7,3.0,7,10.0,1,0,3,1,0,6,0
73,3,0,1,2,47570.0,121.0,4546.0,3,67,1,20,0.0,2,31.0,2,2,2,3,0,7,0
61,3,1,1,2,61923.0,126.0,4488.0,94,92,4,18,3.0,3,6.0,2,1,4,1,0,3,0
27,2,0,0,0,34824.0,23.0,4245.0,65,4,2,11,2.0,0,4.0,1,0,2,1,0,6,0
73,4,0,1,2,26518.0,57.0,4597.0,33,20,1,28,3.0,3,2.0,2,0,3,3,0,8,0
61,2,0,0,0,45938.0,636.0,4388.0,46,273,11,178,62.0,81,29.0,8,4,6,2,0,6,2
62,2,1,0,0,78468.0,1004.0,4231.0,29,434,22,388,104.0,22,34.0,10,7,10,1,1,4,2
49,2,0,1,1,78901.0,734.0,4435.0,99,321,11,309,33.0,26,34.0,9,3,5,3,0,4,1
44,2,1,1,2,71427.0,614.0,4259.0,26,212,81,177,15.0,64,23.0,8,2,8,2,0,4,1
44,2,0,1,1,71022.0,1453.0,4288.0,30,909,12,278,0.0,12,126.5,5,2,11,3,1,8,1
34,3,0,0,0,90247.0,1621.0,4211.0,27,1184,32,352,21.0,16,16.0,3,4,7,1,3,1,2
54,3,0,1,1,41335.0,187.0,4335.0,24,112,19,21,16.0,14,5.0,4,1,4,3,0,7,0
36,2,1,1,1,71952.0,1443.0,4685.0,93,656,80,455,52.0,81,93.0,8,4,8,2,2,4,2
52,4,0,1,1,35682.0,57.0,4152.0,34,23,0,8,6.0,2,18.0,1,1,3,1,0,2,0
71,2,0,1,1,43185.0,637.0,4595.0,88,537,6,42,16.0,6,30.0,9,3,6,2,0,8,1
74,4,1,1,1,66375.0,948.0,4370.0,96,712,0,45,0.0,0,126.5,2,4,5,3,1,7,1
51,3,1,1,1,35178.0,59.0,4685.0,10,23,1,13,2.0,2,18.0,1,1,2,1,1,7,0
36,2,1,1,1,25252.0,18.0,4502.0,26,1,3,4,2.0,2,6.0,1,0,2,1,0,8,0
57,3,0,1,1,55250.0,903.0,4766.0,49,664,58,83,32.0,0,66.0,7,5,10,4,0,5,1
47,2,0,1,1,33249.0,112.0,4644.0,11,6,10,21,19.0,14,42.0,2,1,3,2,0,6,0
69,2,1,0,0,58398.0,596.0,4561.0,44,299,5,201,21.0,21,49.0,5,4,8,3,0,4,2
40,2,1,1,1,50272.0,233.0,4476.0,75,99,13,66,43.0,8,4.0,4,1,5,3,0,7,0
47,4,1,0,0,76618.0,1511.0,4719.0,64,749,40,294,120.5,81,126.5,3,2,5,1,0,1,2
62,1,0,0,0,87305.0,1152.0,4794.0,19,345,25,501,63.0,81,80.0,5,3,8,1,1,2,2
44,2,1,1,1,25851.0,48.0,4653.0,45,9,4,18,7.0,5,5.0,2,0,3,2,0,7,0
52,2,0,1,1,58710.0,1185.0,4605.0,77,440,81,368,0.0,81,126.5,11,5,9,6,0,6,1
64,2,0,1,2,45160.0,21.0,4242.0,9,8,2,5,3.0,0,3.0,1,0,2,1,0,7,0
57,3,1,1,1,74806.0,965.0,4707.0,1,670,9,249,0.0,28,9.0,5,4,5,2,0,4,1
68,2,1,0,0,59111.0,869.0,4573.0,90,524,0,134,28.0,28,126.5,11,1,8,1,0,7,1
38,4,1,1,1,18988.0,16.0,4187.0,43,6,0,6,2.0,1,1.0,1,0,3,2,0,7,0
57,2,1,0,0,72190.0,1947.0,4651.0,79,597,81,556,120.5,81,126.5,5,6,4,1,0,3,2
46,2,1,1,1,7500.0,71.0,4847.0,19,7,0,12,13.0,7,32.0,4,1,2,5,1,9,0
56,2,1,1,1,44794.0,65.0,4171.0,99,54,0,7,0.0,0,4.0,2,0,3,1,0,6,0
67,2,1,0,0,80395.0,1380.0,4368.0,62,445,25,556,80.0,76,48.0,6,5,12,1,1,2,2
46,3,0,0,0,75012.0,1027.0,4305.0,41,294,81,218,120.5,58,126.5,3,8,11,1,0,1,2
57,3,1,1,3,56962.0,411.0,4411.0,60,292,3,77,10.0,3,26.0,6,3,5,7,0,7,1
31,2,1,0,0,89891.0,836.0,4590.0,17,412,22,132,59.0,28,126.5,11,6,8,1,1,4,2
73,4,0,1,2,35946.0,11.0,4425.0,24,8,0,3,0.0,0,0.0,0,0,3,1,0,5,0
69,4,1,1,2,53593.0,480.0,4841.0,60,349,4,78,6.0,0,43.0,7,2,6,8,0,8,1
44,2,1,1,2,66373.0,606.0,4532.0,57,328,9,124,12.0,24,109.0,4,2,10,7,0,3,1
74,4,0,1,3,45072.0,284.0,4406.0,74,144,2,99,7.0,2,30.0,6,1,4,5,0,8,1
49,2,0,1,2,89694.0,1472.0,4413.0,22,1126,28,211,37.0,28,42.0,4,3,4,3,3,5,1
73,2,1,0,0,72025.0,1677.0,4211.0,46,967,0,556,43.0,50,0.0,4,8,13,1,3,2,2
